2025-11-10 19:30:24 | INFO | strapi_api | [POST] https://tranquil-compassion-986c2331de.strapiapp.com/api/authors | Payload: {'data': {'name': 'Jacob', 'email': 'zjordan@example.net', 'articles': {'connect': ['oxv4zmzoiexzf11w28omoxkp']}}} | Headers: {'Content-Type': 'application/json', 'Accept': 'application/json', 'Authorization': 'Bearer e9a8d0f1e219fd7b3b23a4cab768dd050860ca917cd0560d9f56f3c54b24d420878de876c6ef4ff50016e1eb556cadbb2bc65919edd572a2e4fcd978fd9ad5a7c578282397f577223f0ec283db0c6315053a7028fcb390e63db634fd9f62fafacbd83d42b08989df2767dc45f99331b13cc8c7cedd2aa9707c70c0f3ce472b6e'}
2025-11-10 19:30:25 | INFO | strapi_api | → Response [POST 201]: {"data":{"id":415,"documentId":"ssx46nx4yw8nwcet1l9rvz6s","name":"Jacob","email":"zjordan@example.net","createdAt":"2025-11-10T19:30:24.966Z","updatedAt":"2025-11-10T19:30:24.966Z","publishedAt":"2025...
2025-11-10 19:30:25 | INFO | strapi_api | [GET] https://tranquil-compassion-986c2331de.strapiapp.com/api/authors/ssx46nx4yw8nwcet1l9rvz6s | Params: None | Headers: {'Content-Type': 'application/json', 'Accept': 'application/json', 'Authorization': 'Bearer e9a8d0f1e219fd7b3b23a4cab768dd050860ca917cd0560d9f56f3c54b24d420878de876c6ef4ff50016e1eb556cadbb2bc65919edd572a2e4fcd978fd9ad5a7c578282397f577223f0ec283db0c6315053a7028fcb390e63db634fd9f62fafacbd83d42b08989df2767dc45f99331b13cc8c7cedd2aa9707c70c0f3ce472b6e'}
2025-11-10 19:30:25 | INFO | strapi_api | → Response [GET 200]: {"data":{"id":415,"documentId":"ssx46nx4yw8nwcet1l9rvz6s","name":"Jacob","email":"zjordan@example.net","createdAt":"2025-11-10T19:30:24.966Z","updatedAt":"2025-11-10T19:30:24.966Z","publishedAt":"2025...
2025-11-10 19:30:25 | INFO | validation_manager | Validating status code 200 for URL: https://tranquil-compassion-986c2331de.strapiapp.com/api/authors/ssx46nx4yw8nwcet1l9rvz6s
2025-11-10 19:30:25 | INFO | validation_manager |  Status code 200 validated successfully for https://tranquil-compassion-986c2331de.strapiapp.com/api/authors/ssx46nx4yw8nwcet1l9rvz6s
2025-11-10 19:30:25 | INFO | validation_manager | Validating response JSON against 'detail_response_schema.json'
2025-11-10 19:30:25 | INFO | validation_manager | Loaded schema: detail_response_schema.json
2025-11-10 19:30:25 | INFO | validation_manager | JSON schema validation passed: detail_response_schema.json
2025-11-10 19:30:25 | INFO | validation_manager | Validating field 'documentId' equals 'ssx46nx4yw8nwcet1l9rvz6s' at root data level
2025-11-10 19:30:25 | INFO | validation_manager | Extracting JSON from response...
2025-11-10 19:30:25 | INFO | validation_manager | Field 'documentId' equals expected value
2025-11-10 19:30:25 | INFO | validation_manager | Validating field 'name' equals 'Jacob' at root data level
2025-11-10 19:30:25 | INFO | validation_manager | Extracting JSON from response...
2025-11-10 19:30:25 | INFO | validation_manager | Field 'name' equals expected value
2025-11-10 19:30:25 | INFO | validation_manager | Validating field 'email' equals 'zjordan@example.net' at root data level
2025-11-10 19:30:25 | INFO | validation_manager | Extracting JSON from response...
2025-11-10 19:30:25 | INFO | validation_manager | Field 'email' equals expected value
