2025-11-10 19:21:19 | INFO | strapi_api | [POST] https://tranquil-compassion-986c2331de.strapiapp.com/api/authors | Payload: {'data': {'name': 'James', 'email': 'natalie38@example.com', 'articles': {'connect': ['j73g7hjt59wevywp0qfwzut0']}}} | Headers: {'Content-Type': 'application/json', 'Accept': 'application/json', 'Authorization': 'Bearer e9a8d0f1e219fd7b3b23a4cab768dd050860ca917cd0560d9f56f3c54b24d420878de876c6ef4ff50016e1eb556cadbb2bc65919edd572a2e4fcd978fd9ad5a7c578282397f577223f0ec283db0c6315053a7028fcb390e63db634fd9f62fafacbd83d42b08989df2767dc45f99331b13cc8c7cedd2aa9707c70c0f3ce472b6e'}
2025-11-10 19:21:19 | INFO | strapi_api | → Response [POST 201]: {"data":{"id":344,"documentId":"s7ng286bn8qs0nzg58yvp6kj","name":"James","email":"natalie38@example.com","createdAt":"2025-11-10T19:21:19.820Z","updatedAt":"2025-11-10T19:21:19.820Z","publishedAt":"20...
2025-11-10 19:21:19 | INFO | strapi_api | [GET] https://tranquil-compassion-986c2331de.strapiapp.com/api/authors | Params: None | Headers: {'Content-Type': 'application/json', 'Accept': 'application/json', 'Authorization': 'Bearer e9a8d0f1e219fd7b3b23a4cab768dd050860ca917cd0560d9f56f3c54b24d420878de876c6ef4ff50016e1eb556cadbb2bc65919edd572a2e4fcd978fd9ad5a7c578282397f577223f0ec283db0c6315053a7028fcb390e63db634fd9f62fafacbd83d42b08989df2767dc45f99331b13cc8c7cedd2aa9707c70c0f3ce472b6e'}
2025-11-10 19:21:20 | INFO | strapi_api | → Response [GET 200]: {"data":[{"id":1,"documentId":"zdiz2t08zktc1qr2k7oaxiz4","name":"David Doe","email":"daviddoe@strapi.io","createdAt":"2025-10-14T15:17:45.824Z","updatedAt":"2025-10-14T15:17:45.824Z","publishedAt":"20...
2025-11-10 19:21:20 | INFO | validation_manager | Validating status code 200 for URL: https://tranquil-compassion-986c2331de.strapiapp.com/api/authors
2025-11-10 19:21:20 | INFO | validation_manager |  Status code 200 validated successfully for https://tranquil-compassion-986c2331de.strapiapp.com/api/authors
2025-11-10 19:21:20 | INFO | validation_manager | Validating response JSON against 'list_response_schema.json'
2025-11-10 19:21:20 | INFO | validation_manager | Loaded schema: list_response_schema.json
2025-11-10 19:21:20 | INFO | validation_manager | JSON schema validation passed: list_response_schema.json
2025-11-10 19:21:20 | INFO | validation_manager | Checking if list contains documentId 's7ng286bn8qs0nzg58yvp6kj'...
2025-11-10 19:21:20 | INFO | validation_manager | Extracting JSON from response...
2025-11-10 19:21:20 | INFO | validation_manager | documentId 's7ng286bn8qs0nzg58yvp6kj' found successfully.
2025-11-10 19:21:20 | INFO | validation_manager | Validating field 'name' for documentId 's7ng286bn8qs0nzg58yvp6kj'...
2025-11-10 19:21:20 | INFO | validation_manager | Extracting JSON from response...
2025-11-10 19:21:20 | INFO | validation_manager | Field 'name' validated successfully.
2025-11-10 19:21:20 | INFO | validation_manager | Validating field 'email' for documentId 's7ng286bn8qs0nzg58yvp6kj'...
2025-11-10 19:21:20 | INFO | validation_manager | Extracting JSON from response...
2025-11-10 19:21:20 | INFO | validation_manager | Field 'email' validated successfully.
